X1,X2,X3,X4,X5,X6,X7,X8
0.049671415,-0.01382643,0.064768854,0.152302986,-0.023415337,-0.023413696,0.157921282,0.076743473
0.054256004,-0.046341769,-0.046572975,0.024196227,-0.191328024,-0.172491783,-0.056228753,-0.101283112
-0.090802408,-0.14123037,0.146564877,-0.02257763,0.00675282,-0.142474819,-0.054438272,0.011092259
0.037569802,-0.060063869,-0.029169375,-0.060170661,0.185227818,-0.001349722,-0.105771093,0.082254491
-0.13492687,-0.204717825,-0.175206226,0.032103977,0.073846658,-0.008773055,-0.012037231,-0.081858639
-0.080850904,-0.098625745,0.112590478,0.04792583,-0.176304016,-0.022461358,-0.041578797,-0.04628353
0.098545266,0.126905155,-0.147892219,-0.053621839,0.033126343,0.068207968,-0.055778899,-0.057287622
-0.027964867,0.036884916,0.141588538,0.002191438,0.10035329,0.142844046,-0.040639187,0.08997084
0.065010173,0.198940927,-0.27132933,0.048458533,0.008704707,-0.034770492,0.059171494,-0.206445408
0.087930871,0.066390606,-0.046419698,-0.101062086,-0.050175704,0.089491842,0.020705439,-0.03501166
0.043138864,0.08293859,-0.065520387,-0.008129898,-0.039210815,-0.163791823,0.060934172,0.026284498
-0.079207099,-0.16119319,-0.011480946,-0.041262669,-0.080227727,-0.045247936,-0.016922053,0.194728814
0.0196639,-0.010888876,-0.174879949,0.013601156,0.006023021,0.2476461,-0.035072874,0.028939822
0.017382296,0.061818297,0.192874759,0.101085912,-0.090938745,0.186975221,-0.053508971,0.135351656
-0.144531782,0.001232655,-0.063703226,-0.03956285,-0.155066343,-0.099700526,-0.040789044,0.015179395
0.125250615,-0.097436297,-0.00730243,0.061549947,-0.123086432,-0.025257546,0.095819091,-0.154286138
0.022383667,0.075991558,-0.176227544,-0.127129686,0.052194157,0.025984849,0.016209144,0.010843956
0.053155194,-0.023561016,0.019246986,0.190923025,0.047383292,-0.066324484,0.074750058,-0.069920206
0.040866182,-0.076294136,0.051965722,0.005145147,0.082206016,0.191091428,-0.047752381,-0.106506621
0.057579248,0.007879546,0.151562191,0.058981734,0.082718325,0.147330202,0.212235408,0.068740238
0.00412821,-0.040247098,-0.118360159,0.053843158,-0.022346279,0.027472475,0.098889333,-0.036920671
-0.175862284,-0.080159543,0.087137166,0.034698173,-0.124573878,-0.032591148,0.048147104,-0.083005365
-0.003689717,-0.08815588,0.076008953,0.066294998,0.108305124,0.174718922,-0.149173839,-0.07575627
0.119050038,0.074307454,0.425012158,0.071483863,0.113556564,0.176859399,0.126290748,-0.004963002
-0.0593504,0.103821787,-0.075499406,0.009219466,0.231465857,-0.101444158,0.130526809,-0.177789202
0.069826314,-0.01622182,-0.185377244,-0.115495942,0.067959775,-0.068518778,-0.013859596,-0.018248828
0.242755265,0.007778729,-0.166300099,0.017723002,-0.066178646,0.075662434,-0.103233646,0.006200911
0.064500749,-0.16991967,0.008643885,-0.017732022,-0.065332923,0.183860086,0.066980023,-0.093963227
0.208204973,0.105839691,-0.205130627,-0.063261007,0.126691115,-0.050833164,0.108732973,0.045020839
-0.153681876,-0.385665922,-0.099690884,-0.007800237,-0.124778318,0.11232051,-0.160805745,-0.039428528
0.078220041,-0.17349348,0.106025746,0.061712122,-0.098150865,0.004834542,0.059218148,-0.057578615
0.008148284,0.043159458,0.166184926,0.174726869,-0.12378155,0.181134328,-0.19351669,0.005412593
0.068113391,-0.012414474,-0.069994511,0.00275115,-0.058936476,0.094422791,0.099098563,-0.037804964
0.060711465,0.060287859,-0.01067798,-0.12131997,-0.056018104,0.054214309,0.094085003,0.002016299
0.168096217,-0.062360533,0.102273505,-0.000664255,-0.02176812,0.152301183,0.101516643,0.127042722
0.146270687,0.098877349,0.041320845,0.034453706,-0.013014305,0.08753865,0.112821117,-0.008588514
-0.140420553,-0.109022608,0.163810912,0.096194617,0.062411982,0.093952125,0.02941385,-0.087072278
0.003130288,0.146655247,-0.043447377,-0.067371854,-0.032138584,0.036578271,-0.023489212,-0.073692987
0.014550623,-0.063728531,0.004829033,0.065229048,-0.144808434,-0.19347387,-0.059042027,-0.01046295
0.141059943,0.087214672,-0.050482185,0.034666051,-0.100252936,-0.080054373,-0.096581718,0.003318773
0.112070151,0.138129236,0.023158429,0.005066034,0.069014399,-0.005158524,-0.005609782,0.004677904
-0.06437446,0.009398546,0.09361831,0.145896933,0.095927083,0.265819113,-0.07854024,0.093649034
0.214970358,-0.052744336,-0.075982134,-0.056301609,-0.212389572,-0.134480571,0.017123423,0.027000838
0.193057399,0.072247744,-0.063241556,-0.054576481,0.049191917,-0.128653984,0.136077677,0.101522864
-0.147250818,0.11641477,0.03005347,0.151799169,-0.159442766,-0.149689366,-0.044504524,-0.011054232
0.087070434,-0.097746002,0.012121071,-0.004064052,0.051443883,0.145418308,-0.164855487,-0.108692728
-0.007701739,-0.071212332,0.18495434,0.065310053,0.117929718,0.049861655,0.2569712,0.166820339
0.043205045,0.120023897,0.082089346,-0.048227996,0.068605146,0.055145477,-0.158422369,-0.189698977
0.030815001,0.096381029,0.131917339,-0.029403227,0.162861555,-0.049359828,-0.151037327,0.007887521
-0.123097754,-0.167169008,-0.092968646,-0.108679342,0.066967255,0.024426548,-0.111263919,-0.088459165
-0.00690092,0.067623638,-0.074209579,0.048479217,-0.053025762,-0.125294848,-0.002153744,-0.122901958
-0.012228548,0.17420964,0.024817841,-0.05917129,0.021397991,0.028696599,-0.065950157,0.08792944
-0.044276855,-0.050136472,-0.121513191,-0.222488366,-0.151519106,0.091566107,0.174540581,-0.00472411
0.068585979,0.271434124,0.067566438,-0.043566198,-0.095554044,-0.2605341,0.052394501,-0.125413954
-0.023655032,-0.087884869,0.279503375,0.086438746,-0.000797264,0.208560608,-0.083450104,-0.032819077
0.074090025,-0.019873603,-0.043888722,-0.090618962,-0.138279973,0.052910536,0.263937877,-0.120152834
-0.101763321,-0.061879155,-0.046234911,-0.097468291,0.004852163,-0.09046946,0.04556437,-0.013386993
-0.092207399,-0.071547606,0.097796329,0.067238214,-0.097755524,-0.012322348,0.043474401,-0.147922921
0.000226753,0.086398766,-0.126383551,-0.186401968,-0.162754244,-0.042887217,0.021659428,-0.068080926
-0.212805818,-0.044523045,-0.167115594,-0.046661105,0.004739867,-0.106984071,-0.05346608,0.080438065
0.036884359,-0.163105364,0.091355884,0.118716032,-0.24716445,-0.176067693,0.020262788,-0.007314433
-0.067600131,0.036065744,0.021539509,0.093726356,0.025442084,0.027906877,-0.102811389,-0.063900159
-0.076715651,-0.035636595,0.031588009,0.207596768,0.08711247,-0.074926723,0.129888799,-0.112141896
-0.282406512,-0.177602789,-0.152082346,-0.051359617,0.167643731,0.019687004,-0.048134406,0.005550822
0.045239495,0.031461816,-0.091930715,0.123596494,0.033849641,-0.019021803,0.070168638,0.233434605
0.012099042,-0.073515305,-0.058955151,0.066133549,-0.085608383,-0.018020664,-0.054423376,0.059576156
0.119759016,-0.068688185,-0.077389223,-0.117055284,-0.044429326,0.052521089,0.069391629,-0.061780325
0.140035242,0.018126723,0.140511212,-0.147980548,-0.12446547,-0.236104873,0.167986812,0.063491102
-0.039685077,-0.070395541,0.214639101,0.024231992,0.010939479,0.04588045,-0.034535783,-0.005278204
0.202894084,0.25259418,0.210450311,0.162343423,-0.051121568,-0.078197527,0.003479465,0.043869194
-0.147308458,0.216090125,-0.055336196,-0.012748353,-0.101210438,-0.2626288,0.054947924,-0.037816835
